id,target
1196,0.0
1197,1.0
1198,0.0
1199,1.0
1202,0.0
1203,0.0
1210,0.0
1211,0.0
1217,0.0
1218,0.0
1220,1.0
1223,0.0
1224,1.0
1225,0.0
1227,0.0
1237,0.0
1238,1.0
1244,0.0
1246,0.0
1249,0.0
1250,0.0
1254,1.0
1257,0.0
1258,0.0
1262,0.0
1269,1.0
1270,1.0
1273,0.0
1274,0.0
1275,1.0
1277,0.0
1278,0.0
1283,0.0
1284,0.0
1286,1.0
1292,0.0
1296,0.0
1300,0.0
1301,0.0
1308,0.0
1312,0.0
1313,0.0
1314,0.0
1316,0.0
1317,0.0
1318,0.0
1321,0.0
1323,1.0
1324,1.0
1326,0.0
1327,0.0
1328,1.0
1329,0.0
1333,0.0
1335,0.0
1341,1.0
1343,0.0
1344,0.0
1349,0.0
1350,0.0
1357,1.0
1360,0.0
1363,0.0
1365,0.0
1367,0.0
1373,0.0
1374,0.0
1378,0.0
1379,0.0
1381,0.0
1386,0.0
1389,0.0
1392,0.0
1393,0.0
1394,0.0
1397,0.0
1400,0.0
1402,0.0
1403,0.0
1405,0.0
1407,1.0
1414,1.0
1417,0.0
1420,0.0
1422,1.0
1423,0.0
1425,0.0
1436,0.0
1443,0.0
1451,1.0
1457,1.0
1460,0.0
1461,1.0
1462,0.0
1466,1.0
1467,0.0
1468,1.0
1469,0.0
1473,0.0
1474,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,1.0
1483,0.0
1484,0.0
1485,0.0
1492,0.0
1498,0.0
1500,0.0
1501,0.0
1503,1.0
1505,1.0
1506,0.0
1508,0.0
1510,0.0
1511,1.0
1513,0.0
1514,1.0
1516,1.0
1519,0.0
1523,0.0
1524,0.0
1533,0.0
1535,0.0
1538,0.0
1541,0.0
1542,0.0
1544,0.0
1545,0.0
1549,0.0
1550,0.0
1551,1.0
1554,0.0
1563,0.0
1571,1.0
1574,1.0
1577,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1585,0.0
1586,1.0
1591,0.0
1595,0.0
1599,0.0
1600,0.0
1604,0.0
1606,0.0
1607,0.0
1612,0.0
1615,0.0
1618,1.0
1619,0.0
1620,1.0
1621,1.0
1622,0.0
1623,0.0
1624,0.0
1629,0.0
1631,0.0
1635,0.0
1637,1.0
1639,1.0
1640,0.0
1642,0.0
1643,0.0
1644,0.0
1645,1.0
1649,0.0
1650,0.0
1651,0.0
1654,0.0
1655,0.0
1656,0.0
1660,0.0
1663,0.0
1665,0.0
1666,1.0
1668,1.0
1670,0.0
1671,1.0
1673,1.0
1674,0.0
1675,0.0
1677,1.0
1678,0.0
1679,0.0
1681,0.0
1684,0.0
1686,0.0
1687,1.0
1690,0.0
1692,1.0
1695,1.0
1696,0.0
1697,0.0
1699,0.0
1700,0.0
1701,0.0
1705,1.0
1707,0.0
1713,1.0
1714,0.0
1717,0.0
1719,1.0
1721,0.0
1722,0.0
1723,1.0
1724,0.0
1727,0.0
1729,0.0
1733,0.0
1734,1.0
1737,0.0
1738,0.0
1743,0.0
1745,1.0
1748,0.0
1749,1.0
1751,0.0
1753,0.0
1754,0.0
1759,1.0
1761,0.0
1762,0.0
1764,1.0
1768,1.0
1772,0.0
1774,0.0
1775,0.0
1780,0.0
1782,0.0
1783,1.0
1794,1.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,1.0
1801,0.0
1803,1.0
1806,0.0
1807,0.0
1810,0.0
1811,0.0
1813,1.0
1816,0.0
1823,0.0
1825,1.0
1826,0.0
1830,0.0
1831,0.0
1832,1.0
1836,0.0
1837,1.0
1839,0.0
1840,0.0
1844,0.0
1846,0.0
1851,0.0
1855,0.0
1860,1.0
1872,0.0
1873,0.0
1876,0.0
1877,0.0
1878,0.0
1880,0.0
1884,0.0
1885,0.0
1886,1.0
1894,0.0
1895,1.0
1896,0.0
1898,0.0
1902,0.0
1903,1.0
1905,1.0
1906,0.0
1908,0.0
1909,0.0
1910,0.0
1911,1.0
1914,0.0
1916,0.0
1917,1.0
1921,0.0
1923,1.0
1926,1.0
1928,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1940,1.0
1941,0.0
1943,1.0
1946,1.0
1948,0.0
1953,1.0
1954,0.0
1964,0.0
1966,0.0
1967,0.0
1968,1.0
1970,0.0
1971,0.0
1977,0.0
1978,1.0
1980,1.0
1985,1.0
1987,0.0
1991,1.0
1993,0.0
1994,0.0
1998,1.0
1999,0.0
2000,0.0
2001,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2010,1.0
2012,0.0
2014,0.0
2016,0.0
2019,0.0
2021,0.0
2022,0.0
2023,0.0
2026,0.0
2029,0.0
2031,0.0
2034,1.0
2036,0.0
2038,0.0
2039,0.0
2044,0.0
2046,0.0
2048,0.0
2054,0.0
2055,1.0
2058,1.0
2061,0.0
2063,0.0
2066,0.0
2069,0.0
2072,1.0
2073,0.0
2077,1.0
2084,0.0
2085,0.0
2087,1.0
2089,1.0
2090,0.0
2091,0.0
2092,1.0
2093,0.0
2098,0.0
2100,0.0
2101,1.0
2104,0.0
2111,1.0
2112,0.0
2113,0.0
2115,0.0
2117,0.0
2118,0.0
2121,0.0
2126,1.0
2130,0.0
2132,0.0
2134,0.0
2137,0.0
2138,1.0
2140,0.0
2141,0.0
2142,0.0
2144,0.0
2145,0.0
2146,1.0
2147,0.0
2150,0.0
2151,0.0
2154,1.0
2155,0.0
2156,0.0
2157,1.0
2158,1.0
2164,0.0
2169,0.0
2170,0.0
2172,0.0
2179,0.0
2181,0.0
2185,0.0
2188,1.0
2189,0.0
2191,1.0
2194,0.0
2201,1.0
2202,1.0
2203,0.0
2204,0.0
2207,1.0
2210,0.0
2212,0.0
2213,1.0
2217,0.0
2218,0.0
2225,1.0
2227,1.0
2230,0.0
2232,1.0
2233,0.0
2239,0.0
2243,0.0
2245,1.0
2249,0.0
2251,0.0
2254,0.0
2258,0.0
2259,1.0
2260,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,1.0
2273,0.0
2276,1.0
2279,0.0
2281,0.0
2284,1.0
2285,1.0
2288,0.0
2291,0.0
2294,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,1.0
2306,0.0
2307,1.0
2309,0.0
2310,0.0
2311,1.0
2313,0.0
2314,0.0
2316,0.0
2318,0.0
2321,0.0
2325,0.0
2327,1.0
2328,1.0
2329,1.0
2334,0.0
2335,0.0
2336,1.0
2338,0.0
2342,0.0
2344,0.0
2347,1.0
2348,0.0
2352,0.0
2355,0.0
2356,0.0
2357,0.0
2361,0.0
2364,1.0
2365,0.0
2366,0.0
2367,0.0
2373,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,1.0
2384,0.0
2386,1.0
2388,0.0
2390,0.0
2392,0.0
2393,0.0
2394,1.0
2395,0.0
2397,0.0
2400,0.0
2403,0.0
2406,1.0
2407,0.0
2408,0.0
2411,0.0
2413,1.0
2417,0.0
2422,0.0
2425,0.0
2426,1.0
2429,1.0
2432,1.0
2435,0.0
2437,0.0
2438,1.0
2440,0.0
2443,0.0
2444,1.0
2445,0.0
2448,0.0
2450,0.0
2451,0.0
2455,1.0
2456,0.0
2458,1.0
2460,0.0
2461,1.0
2463,0.0
2467,0.0
2469,0.0
2473,0.0
2476,0.0
2482,0.0
2486,0.0
2488,1.0
2492,0.0
2493,0.0
2496,0.0
2497,0.0
2501,0.0
2505,0.0
2509,0.0
2510,0.0
2511,0.0
2512,0.0
2514,1.0
2516,0.0
2519,0.0
2521,1.0
2524,0.0
2526,0.0
2531,0.0
2534,0.0
2537,0.0
2541,0.0
2542,0.0
2543,0.0
2546,0.0
2549,0.0
2550,0.0
2552,0.0
2553,0.0
2554,1.0
2559,0.0
2562,0.0
2566,0.0
2569,0.0
2577,0.0
2578,0.0
2581,0.0
2583,0.0
2584,0.0
2585,0.0
2588,0.0
2589,1.0
2590,0.0
2596,0.0
2597,0.0
2599,0.0
2601,0.0
2602,1.0
2604,0.0
2608,1.0
2610,0.0
2615,1.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2624,0.0
2626,0.0
2631,0.0
2632,0.0
2634,0.0
2635,0.0
2637,1.0
2643,0.0
2644,1.0
2645,0.0
2647,0.0
2648,0.0
2650,1.0
2651,0.0
2652,0.0
2653,1.0
2654,0.0
2658,0.0
2659,0.0
2660,0.0
2663,0.0
2667,0.0
2670,0.0
2671,0.0
2673,0.0
2675,0.0
2679,0.0
2680,0.0
2683,0.0
2690,0.0
2691,0.0
2699,0.0
2700,1.0
2701,0.0
2704,1.0
2707,0.0
2709,1.0
2710,0.0
2711,1.0
2712,0.0
2719,0.0
2720,1.0
2721,0.0
2723,0.0
2732,1.0
2734,0.0
2735,0.0
2737,0.0
2744,0.0
2748,0.0
2749,0.0
2753,0.0
2755,0.0
2756,0.0
2758,0.0
2759,0.0
2761,1.0
2765,0.0
2772,0.0
2778,0.0
2786,0.0
2789,0.0
2792,0.0
2801,0.0
2802,0.0
2812,0.0
2813,0.0
2815,0.0
2816,0.0
2817,1.0
2818,0.0
2820,1.0
2822,1.0
2824,0.0
2827,0.0
2830,1.0
2834,1.0
2837,0.0
2838,0.0
2839,0.0
2844,0.0
2845,0.0
2846,0.0
2850,0.0
2856,0.0
2857,0.0
2858,0.0
2865,0.0
2866,0.0
2870,0.0
2872,0.0
2875,0.0
2877,0.0
2878,0.0
2879,0.0
2882,0.0
2886,0.0
2892,1.0
2895,0.0
2898,0.0
2902,0.0
2904,0.0
2906,0.0
2908,0.0
2913,0.0
2914,0.0
2918,1.0
2922,0.0
2924,1.0
2927,0.0
2929,0.0
2931,1.0
2932,0.0
2937,0.0
2938,0.0
2940,0.0
2942,0.0
2945,0.0
2946,1.0
2947,0.0
2949,0.0
2950,0.0
2957,0.0
2961,1.0
2964,0.0
2965,1.0
2971,0.0
2975,0.0
2980,0.0
2984,0.0
2987,0.0
2990,1.0
2994,1.0
2998,0.0
2999,0.0
3001,0.0
3004,0.0
3005,1.0
3006,0.0
3011,0.0
3014,1.0
3020,1.0
3022,0.0
3023,1.0
3026,1.0
3028,0.0
3029,1.0
3031,0.0
3032,0.0
3034,0.0
3037,0.0
3040,0.0
3042,1.0
3043,0.0
3047,0.0
3048,0.0
3053,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.0
3065,0.0
3071,0.0
3075,0.0
3077,1.0
3078,0.0
3082,0.0
3083,0.0
3087,0.0
3088,1.0
3089,1.0
3091,0.0
3092,0.0
3093,0.0
3095,0.0
3098,1.0
3103,0.0
3104,0.0
3105,1.0
3114,0.0
3118,0.0
3119,0.0
3123,0.0
3125,1.0
3133,1.0
3143,0.0
3145,0.0
3147,0.0
3148,0.0
3150,0.0
3156,0.0
3159,0.0
3160,1.0
3163,1.0
3164,0.0
3165,0.0
3166,1.0
3168,1.0
3170,0.0
3171,0.0
3177,0.0
3178,1.0
3180,0.0
3185,0.0
3190,0.0
3191,0.0
3192,1.0
3193,0.0
3196,0.0
3197,1.0
3199,0.0
3206,0.0
3211,0.0
3216,1.0
3217,0.0
3218,0.0
3221,0.0
3223,0.0
3229,0.0
3230,0.0
3233,0.0
3235,0.0
3236,0.0
3242,0.0
3246,1.0
3250,0.0
3252,0.0
3258,0.0
3260,1.0
3262,0.0
3266,0.0
3267,0.0
3268,0.0
3270,0.0
3280,0.0
3281,0.0
3282,1.0
3283,0.0
3284,1.0
3285,0.0
3286,0.0
3287,0.0
3288,0.0
3289,0.0
3291,1.0
3292,0.0
3293,1.0
3295,0.0
3296,1.0
3297,1.0
3306,0.0
3311,0.0
3312,0.0
3314,0.0
3318,0.0
3321,1.0
3325,0.0
3329,1.0
3330,0.0
3332,1.0
3333,1.0
3334,1.0
3336,0.0
3338,0.0
3339,0.0
3340,0.0
3341,1.0
3342,0.0
3344,1.0
3345,0.0
3347,0.0
3348,1.0
3350,1.0
3351,0.0
3352,0.0
3354,0.0
3357,1.0
3358,0.0
3361,0.0
3367,1.0
3371,0.0
3374,1.0
3375,0.0
3378,0.0
3382,1.0
3385,0.0
3388,0.0
3389,0.0
3391,0.0
3392,0.0
3394,1.0
3395,1.0
3397,0.0
3399,0.0
3402,1.0
3404,0.0
3409,0.0
3410,0.0
3411,1.0
3414,1.0
3417,1.0
3418,1.0
3420,0.0
3428,0.0
3429,0.0
3432,0.0
3437,1.0
3439,0.0
3444,1.0
3448,0.0
3449,0.0
3452,0.0
3454,0.0
3461,0.0
3463,1.0
3464,1.0
3465,0.0
3466,1.0
3472,1.0
3473,1.0
3474,1.0
3475,0.0
3476,0.0
3477,0.0
3481,0.0
3482,0.0
3483,0.0
3489,0.0
3494,0.0
3495,0.0
3498,1.0
3505,0.0
3507,0.0
3510,0.0
3512,0.0
3515,1.0
3516,0.0
3519,0.0
3525,0.0
3527,0.0
3529,0.0
3532,1.0
3533,1.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,1.0
3541,0.0
3548,0.0
3550,0.0
3551,1.0
3553,0.0
3554,0.0
3557,0.0
3565,1.0
3572,0.0
3573,1.0
3574,1.0
3577,0.0
3579,0.0
3580,0.0
3582,1.0
3583,0.0
3585,1.0
3590,0.0
3594,0.0
3596,0.0
3597,0.0
3601,0.0
3608,0.0
3609,1.0
3610,0.0
3611,0.0
3614,0.0
3619,0.0
3621,0.0
3625,0.0
3627,0.0
3629,1.0
3633,0.0
3635,0.0
3638,0.0
3642,0.0
3645,0.0
3648,0.0
3653,0.0
3655,0.0
3656,0.0
3657,1.0
3660,1.0
3665,0.0
3667,0.0
3668,0.0
3672,1.0
3673,1.0
3676,0.0
3677,0.0
3678,1.0
3683,0.0
3686,1.0
3687,0.0
3688,0.0
3692,0.0
3693,1.0
3695,0.0
3698,0.0
3699,0.0
3700,0.0
3701,0.0
3702,0.0
3704,0.0
3706,0.0
3716,1.0
3717,0.0
3720,0.0
3722,0.0
3724,0.0
3726,0.0
3730,1.0
3731,1.0
3733,0.0
3734,0.0
3735,1.0
3736,0.0
3737,0.0
3740,0.0
3743,0.0
3744,0.0
3747,0.0
3748,0.0
3749,1.0
3750,0.0
3751,1.0
3757,1.0
3758,0.0
3763,1.0
3765,0.0
3766,0.0
3768,0.0
3769,0.0
3770,0.0
3772,1.0
3774,0.0
3778,1.0
3779,0.0
3780,1.0
3784,0.0
3785,1.0
3787,1.0
3796,0.0
3798,0.0
3800,1.0
3801,0.0
3805,1.0
3806,0.0
3808,0.0
3809,0.0
3810,1.0
3811,1.0
3812,0.0
3815,0.0
3816,0.0
3817,0.0
3819,0.0
3820,0.0
3822,1.0
3823,1.0
3826,0.0
3827,0.0
3829,1.0
3830,0.0
3833,0.0
3834,1.0
3835,0.0
3836,1.0
3837,0.0
3843,0.0
3844,0.0
3845,1.0
3846,0.0
3847,0.0
3849,0.0
3852,0.0
3853,0.0
3854,1.0
3856,0.0
3857,0.0
3858,0.0
3859,0.0
3862,0.0
3864,0.0
3867,0.0
3868,0.0
3869,0.0
3870,0.0
3871,0.0
3872,0.0
3874,0.0
3875,0.0
3876,1.0
3877,1.0
3879,0.0
3881,0.0
3885,0.0
3888,0.0
3890,0.0
3891,0.0
3893,0.0
3895,0.0
3896,1.0
3898,1.0
3899,1.0
3902,0.0
3903,0.0
3909,0.0
3911,0.0
3913,1.0
3917,0.0
3918,1.0
3920,0.0
3923,1.0
3926,0.0
3928,0.0
3929,0.0
3930,0.0
3931,0.0
3932,0.0
3933,1.0
3934,0.0
3936,0.0
3940,1.0
3942,1.0
3943,1.0
3945,0.0
3950,0.0
3952,0.0
3953,1.0
3954,1.0
3956,0.0
3958,0.0
3960,0.0
3961,1.0
3962,0.0
3964,1.0
3965,0.0
3966,0.0
3967,0.0
3969,0.0
3971,0.0
3973,0.0
3974,0.0
3975,1.0
3978,0.0
3980,0.0
3983,1.0
3984,0.0
3987,0.0
3988,1.0
3990,0.0
3991,0.0
3992,0.0
3993,0.0
3997,0.0
3998,0.0
3999,0.0
4003,0.0
4007,0.0
4009,0.0
4010,0.0
4013,0.0
4016,1.0
4021,1.0
4022,1.0
4023,0.0
4025,0.0
4026,0.0
4027,0.0
4028,0.0
4030,0.0
4031,0.0
4032,0.0
4033,0.0
4035,1.0
4037,0.0
4041,0.0
4046,1.0
4050,1.0
4052,0.0
4056,0.0
4060,0.0
4062,0.0
4063,0.0
4067,1.0
4068,0.0
4069,0.0
4072,0.0
4073,1.0
4085,1.0
4087,0.0
4093,1.0
4095,1.0
4098,0.0
4100,1.0
4101,0.0
4104,1.0
4110,1.0
4113,0.0
4115,1.0
4116,0.0
4117,1.0
4119,0.0
4120,0.0
4121,1.0
4123,0.0
4124,0.0
4126,0.0
4129,0.0
4130,1.0
4132,0.0
4135,0.0
4138,0.0
4141,0.0
4143,0.0
4153,0.0
4154,0.0
4157,0.0
4158,1.0
4159,0.0
4162,1.0
4166,1.0
4168,1.0
4172,1.0
4173,1.0
4177,0.0
4178,0.0
4181,0.0
4182,0.0
4183,0.0
4184,0.0
4189,0.0
4192,0.0
4194,0.0
4196,1.0
4201,0.0
4203,0.0
4205,0.0
4206,1.0
4210,1.0
4212,0.0
4213,0.0
4215,0.0
4218,1.0
4219,1.0
4220,1.0
4222,1.0
4225,0.0
4230,0.0
4237,0.0
4239,0.0
4240,0.0
4241,0.0
4244,0.0
4248,1.0
4249,0.0
4252,0.0
4253,1.0
4254,0.0
4257,1.0
4258,0.0
4260,0.0
4264,0.0
4267,0.0
4269,1.0
4270,0.0
4271,0.0
4281,1.0
4284,1.0
4285,1.0
4287,1.0
4288,0.0
4289,1.0
4290,0.0
4291,0.0
4292,1.0
4293,0.0
4296,0.0
4299,0.0
4301,1.0
4302,0.0
4303,1.0
4309,0.0
4310,0.0
4314,0.0
4317,1.0
4322,0.0
4328,0.0
4329,0.0
4330,0.0
4331,1.0
4332,1.0
4337,0.0
4341,0.0
4347,0.0
4349,0.0
4350,1.0
4357,0.0
4365,1.0
4366,1.0
4367,0.0
4369,0.0
4374,0.0
4375,0.0
4378,0.0
4379,1.0
4381,0.0
4383,1.0
4384,0.0
4387,0.0
4390,0.0
4391,1.0
4393,0.0
4394,0.0
4395,0.0
4396,1.0
4399,0.0
4400,0.0
4401,1.0
4405,0.0
4408,0.0
4409,0.0
4415,0.0
4416,1.0
4419,0.0
4420,0.0
4423,0.0
4425,0.0
4427,1.0
4428,0.0
4432,0.0
4433,0.0
4434,0.0
4435,0.0
4437,0.0
4446,0.0
4449,0.0
4450,1.0
4451,1.0
4452,0.0
4456,0.0
4458,1.0
4459,0.0
4462,0.0
4467,0.0
4470,1.0
4471,0.0
4472,0.0
4473,1.0
4474,0.0
4480,1.0
4484,0.0
4486,0.0
4487,0.0
4492,0.0
4493,0.0
4494,0.0
4499,0.0
4500,0.0
4505,1.0
4508,0.0
4509,0.0
4510,1.0
4511,1.0
4512,1.0
4513,0.0
4514,0.0
4516,0.0
4518,1.0
4519,0.0
4522,1.0
4524,0.0
4525,0.0
4530,0.0
4531,1.0
4533,0.0
4534,0.0
4537,0.0
4538,0.0
4543,0.0
4544,0.0
4545,0.0
4546,0.0
4547,1.0
4548,0.0
4551,0.0
4552,0.0
4553,0.0
4557,0.0
4560,0.0
4568,0.0
4569,0.0
4571,0.0
4574,0.0
4576,1.0
4578,0.0
4580,1.0
4584,1.0
4585,0.0
4593,1.0
4594,0.0
4595,0.0
4596,0.0
4597,0.0
4599,0.0
4600,0.0
4601,1.0
4602,0.0
4611,1.0
4612,1.0
4614,1.0
4617,0.0
4620,0.0
4625,1.0
4628,1.0
4629,1.0
4630,1.0
4633,0.0
4637,0.0
4644,0.0
4648,0.0
4650,1.0
4651,0.0
4652,0.0
4655,0.0
4657,0.0
4660,0.0
4662,0.0
4665,0.0
4666,0.0
4668,0.0
4672,1.0
4682,1.0
4683,0.0
4685,1.0
4688,0.0
4690,0.0
4692,0.0
4693,1.0
4694,1.0
4695,1.0
4699,0.0
4701,0.0
4704,0.0
4707,0.0
4709,0.0
4713,0.0
4714,0.0
4717,1.0
4718,0.0
4723,0.0
4727,0.0
4732,0.0
4734,0.0
4735,0.0
4737,0.0
4738,0.0
4741,0.0
4743,0.0
4746,0.0
4748,0.0
4752,0.0
4754,1.0
4757,0.0
4759,1.0
4760,1.0
4761,0.0
4766,1.0
4767,0.0
4770,1.0
4773,0.0
4774,0.0
4777,1.0
4780,0.0
4784,0.0
4785,0.0
4786,1.0
4787,0.0
4788,0.0
4789,1.0
4790,0.0
4791,0.0
4792,0.0
4793,0.0
4796,0.0
4798,1.0
4799,1.0
4802,0.0
4804,0.0
4806,0.0
4815,0.0
4822,1.0
4825,0.0
4826,0.0
4827,0.0
4828,0.0
4830,0.0
4831,0.0
4832,0.0
4834,1.0
4835,0.0
4836,0.0
4843,1.0
4847,0.0
4851,0.0
4855,0.0
4861,1.0
4863,0.0
4866,0.0
4867,1.0
4868,1.0
4869,0.0
4871,1.0
4872,0.0
4873,0.0
4874,0.0
4880,0.0
4885,1.0
4886,1.0
4887,0.0
4892,0.0
4894,1.0
4897,0.0
4898,0.0
4902,0.0
4904,0.0
4906,1.0
4907,1.0
4909,0.0
4912,0.0
4916,0.0
4917,0.0
4918,0.0
4923,0.0
4924,0.0
4928,1.0
4932,0.0
4933,0.0
4937,1.0
4946,0.0
4948,0.0
4949,1.0
4955,0.0
4957,0.0
4959,0.0
4964,0.0
4966,0.0
4969,0.0
4972,0.0
4974,0.0
4975,1.0
4981,0.0
4982,0.0
4985,0.0
4987,0.0
4991,0.0
